NCTId,BriefTitle,OverallStatus,Facility,City,State,Zip,Country,SiteStatus
NCT03105336,A Study of Axicabtagene Ciloleucel in Participants With Relapsed/Refractory Indolent Non-Hodgkin Lymphoma,COMPLETED,Centre Hospitalier Lyon Sud,Pierre-Bénite,,69495,France,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,The University of Kansas Hospital,Kansas City,Kansas,66160,United States,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,University of Kansas Hospital Cambridge North Tower A,Kansas City,Kansas,66160,United States,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Siteman Cancer Center,St Louis,Missouri,63108,United States,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Barnes-Jewish Hospital Parkview Tower,St Louis,Missouri,63110,United States,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Barnes-Jewish Hospital,St Louis,Missouri,63110,United States,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Washington University School of Medicine,St Louis,Missouri,63110,United States,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Swedish Cancer Institute,Seattle,Washington,98104,United States,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Princess Alexandra Hospital,Brisbane,Queensland,4102,Australia,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Sheba Medical Center,Ramat Gan,Central District,5262100,Israel,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Rambam Health Care Campus,Haifa,Northern District,3109601,Israel,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Sourasky Medical Center,Tel Aviv,TELL ABĪB,6423906,Israel,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Hadassah Medical Center,Jerusalem,,9112001,Israel,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Japanese Red Cross Aichi Medical Center Nagoya Daini Hospital,Nagoya,Aichi-ken,466-8650,Japan,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Shizuoka Cancer Center,Nagaizumi-cho,Shizuoka,411-8777,Japan,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,National Hospital Organization Kyushu Cancer Center,Fukuoka,,811-1395,Japan,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,National Taiwan University Hospital,Taipei,,10002,Taiwan,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Koo Foundation Sun Yat-Sen Cancer Center,Taipei,,112,Taiwan,
NCT05896163,A Study to Learn About the Effects of Two Study Medicines (Maplirpacept [PF-07901801] And Glofitamab) When Given Together In People With Relapsed Or Refractory Diffuse Large B Cell Lymphoma.,ACTIVE_NOT_RECRUITING,Gazi University I lcalth Research and Annlica1ion Cenlcr Gazi Hospilal,Ankara,,06560,Turkey (Türkiye),
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,City of Hope,Duarte,California,91010,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,University of California San Francisco,San Francisco,California,94143,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Stanford University Medical Center,Stanford,California,94305,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Colorado Blood Cancer Institute,Denver,Colorado,80218,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Emory University,Atlanta,Georgia,30322,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Northwestern University,Chicago,Illinois,60611,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Kansas University Medical Center,Westwood,Kansas,66205,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Massachusetts General Hospital,Boston,Massachusetts,02114,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Dana Farber Cancer Institute,Boston,Massachusetts,02215,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Barbara Ann Karmanos Cancer Institute,Detroit,Michigan,48201,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Washington University School Of Medicine,St Louis,Missouri,63110,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Hackensack University Medical Center,Hackensack,New Jersey,07601,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Mount Sinai Medical Center,New York,New York,10029,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Memorial Sloan Kettering Cancer Center,New York,New York,10065,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Levine Cancer Institute,Charlotte,North Carolina,28204,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,University of Pittsburgh Medical Center,Pittsburgh,Pennsylvania,15232,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,MD Anderson Cancer Center,Houston,Texas,77030,United States,
NCT05347485,A Study of JNJ-68284528 Out-of-Specification (OOS) for Commercial Release in Participants With Multiple Myeloma,COMPLETED,Medical College Of Wisconsin,Milwaukee,Wisconsin,53226,United States,
NCT06691685,A Clinical Study to Evaluate the Safety and Efficacy of ESO-T01 in Treating Relapsed/Refractory Multiple Myeloma.,RECRUITING,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Wuhan,Hubei,430022,China,RECRUITING
NCT03704298,Safety and Efficacy of Axicabtagene Ciloleucel in Combination With Utomilumab in Adults With Refractory Large B-cell Lymphoma,TERMINATED,Stanford Cancer Institute,Palo Alto,California,94305,United States,
NCT03704298,Safety and Efficacy of Axicabtagene Ciloleucel in Combination With Utomilumab in Adults With Refractory Large B-cell Lymphoma,TERMINATED,UCLA Hematology/ Oncology,Santa Monica,California,90404,United States,
NCT03704298,Safety and Efficacy of Axicabtagene Ciloleucel in Combination With Utomilumab in Adults With Refractory Large B-cell Lymphoma,TERMINATED,Moffitt Cancer Center,Tampa,Florida,33612,United States,
NCT03704298,Safety and Efficacy of Axicabtagene Ciloleucel in Combination With Utomilumab in Adults With Refractory Large B-cell Lymphoma,TERMINATED,Dana-Farber Cancer Institute,Boston,Massachusetts,02215,United States,
NCT03704298,Safety and Efficacy of Axicabtagene Ciloleucel in Combination With Utomilumab in Adults With Refractory Large B-cell Lymphoma,TERMINATED,Columbia University Medical Center,New York,New York,10032,United States,
NCT05515185,B7-H3 Targeting CAR-T Cells Therapy for B7-H3 Positive Solid Tumors,UNKNOWN,Lianyungang First People's Hospital,Lianyungang,Jiangsu,222000,China,
NCT06073951,Evaluation of a Couple-Based Physical Activity Intervention,COMPLETED,Mayo Clinic in Arizona,Scottsdale,Arizona,85259,United States,
NCT07390539,B7-H3.CD28Z.CART in CNS Neoplasms,NOT_YET_RECRUITING,Boston Children's Hospital,Boston,Massachusetts,02115,United States,
NCT07390539,B7-H3.CD28Z.CART in CNS Neoplasms,NOT_YET_RECRUITING,Dana-Farber Cancer Institute,Boston,Massachusetts,02215,United States,
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Mayo Clinic Arizona,Phoenix,Arizona,85054,United States,COMPLETED
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,City of Hope National Medical Center,Duarte,California,91010 3000,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Childrens Hospital Los Angeles,Los Angeles,California,90027,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,UCLA Medical Center,Los Angeles,California,90095,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,UCSF Medical Center,San Francisco,California,94143,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Stanford University Medical Center,Stanford,California,94304,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Emory University School of Medicine-Winship Cancer Institute,Atlanta,Georgia,30322,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Emory University School of Medicine/Winship Cancer Institute,Atlanta,Georgia,30322,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Childrens Healthcare of Atlanta,Atlanta,Georgia,30342,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Uni of Chi Medi Ctr Hema and Onco,Chicago,Illinois,60637,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,"University of Chicago Medical Center, Hematology & Oncology",Chicago,Illinois,60637,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Kansas Cancer Center SC,Westwood,Kansas,66205,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Kansas Cancer Center,Westwood,Kansas,66205,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Massachusetts General Hospital,Boston,Massachusetts,02114,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Beth Israel Deaconess Med Center,Boston,Massachusetts,02215,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Dana Farber Cancer Institute,Boston,Massachusetts,02215,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Michigan,Ann Arbor,Michigan,48109-2800,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Uni Of Michigan Health System,Ann Arbor,Michigan,48109,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Michigan Health System SC CTL019,Ann Arbor,Michigan,48109,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Wayne State University-Karmanos Cancer Institute,Detroit,Michigan,48201,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Minnesota,Minneapolis,Minnesota,55455,United States,WITHDRAWN
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Children s Mercy Hospital,Kansas City,Missouri,64108,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Children's Mercy Hospital SC,Kansas City,Missouri,64108,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Weill Cornell Medical College,New York,New York,10065,United States,WITHDRAWN
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Duke Unversity Medical Center SC - CTL019B2205J,Durham,North Carolina,27705,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Duke Unversity Medical Center,Durham,North Carolina,27705,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Cincinnati Children's Hospital Medical Center,Cincinnati,Ohio,45229-3039,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Cinn Children Hosp Medical Center,Cincinnati,Ohio,45229-3039,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Ohio ST Compr Cancer Ctr James Hosp,Columbus,Ohio,43210,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Oregon Health & Science University,Portland,Oregon,97239,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Oregon Health Sciences University,Portland,Oregon,97239,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,The Childrens Hosp of Philadelphia,Philadelphia,Pennsylvania,19104,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Pennsylvania,Philadelphia,Pennsylvania,19104,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Thomas Jefferson University,Philadelphia,Pennsylvania,19107,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Sarah Cannon Research Institute,Nashville,Tennessee,37203,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,UTSW/Children's Medical Center,Dallas,Texas,75235,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Texas Southwestern Medical Center,Dallas,Texas,75390,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,MD Anderson Cancer Center SC,Houston,Texas,77030,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,MD Anderson Cancer Center,Houston,Texas,77030,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Utah Clinical Trials Office,Salt Lake City,Utah,84108,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Wisconsin Hospital and Clinics,Madison,Wisconsin,53792,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Wisconsin Hospital,Madison,Wisconsin,53792,United States,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Camperdown,New South Wales,2050,Australia,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Melbourne,Victoria,3000,Australia,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Melbourne,Victoria,3004,Australia,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Parkville,Victoria,3052,Australia,WITHDRAWN
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Murdoch,Western Australia,6150,Australia,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Herston,,QLD 4006,Australia,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Linz,,4020,Austria,WITHDRAWN
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Salzburg,,5020,Austria,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Vienna,,1090,Austria,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Vienna,,A 1090,Austria,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Ghent,,9000,Belgium,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Hamilton,Ontario,L8V 1C3,Canada,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Toronto,Ontario,M5G 1X8,Canada,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Montreal,Quebec,H1T 2M4,Canada,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Montreal,Quebec,H3T 1C5,Canada,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Beijing,,100036,China,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Copenhagen,,DK-2100,Denmark,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Helsinki,,00029,Finland,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Nantes,,44093,France,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Paris,,75019,France,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Paris,,75475,France,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Pierre-Bénite,,69495,France,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Villejuif,,94800,France,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Munich,Bavaria,81377,Germany,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Regensburg,Bavaria,93053,Germany,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Würzburg,Bavaria,97080,Germany,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Frankfurt am Main,Hesse,60590,Germany,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Cologne,North Rhine-Westphalia,50937,Germany,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Leipzig,Saxony,04103,Germany,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Berlin,,13353,Germany,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Hamburg,,20246,Germany,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Ulm,,89081,Germany,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Chaïdári,,124 62,Greece,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Hong Kong,,,Hong Kong,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Ramat Gan,,5265601,Israel,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Tel Aviv,,6423906,Israel,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Bologna,BO,40138,Italy,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Monza,MB,20900,Italy,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Milan,MI,20132,Italy,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Milan,MI,20133,Italy,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Rozzano,MI,20089,Italy,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Roma,RM,00165,Italy,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Roma,RM,00168,Italy,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Fukuoka,Fukuoka,812-8582,Japan,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Sapporo,Hokkaido,060 8648,Japan,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Sendai,Miyagi,980 8574,Japan,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Chuo Ku,Tokyo,104 0045,Japan,WITHDRAWN
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Kyoto,,606 8507,Japan,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Amsterdam,North Holland,1105 AZ,Netherlands,COMPLETED
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Utrecht,,3584 CS,Netherlands,COMPLETED
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Utrecht,,3584 CX,Netherlands,WITHDRAWN
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Oslo,,0310,Norway,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Oslo,,0424,Norway,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Riyadh,,11211,Saudi Arabia,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Singapore,,119074,Singapore,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Singapore,,169608,Singapore,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Seoul,,03080,South Korea,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Seoul,,03722,South Korea,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Seoul,,05505,South Korea,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Seoul,,06351,South Korea,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Esplugues,Barcelona,08950,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,L'Hospitalet de Llobregat,Barcelona,08907,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Salamanca,Castille and León,37007,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Barcelona,Catalonia,08035,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Pamplona,Navarre,31008,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Barcelona,,08041,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Madrid,,28009,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Madrid,,28041,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Madrid,,28046,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Seville,,41013,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Valencia,,46010,Spain,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Taipei,,10002,Taiwan,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,Birmingham,,B15 2TH,United Kingdom,RECRUITING
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Novartis Investigative Site,London,,SE5 9RS,United Kingdom,RECRUITING
NCT02706405,JCAR014 and Durvalumab in Treating Patients With Relapsed or Refractory B-cell Non-Hodgkin Lymphoma,TERMINATED,Fred Hutch/University of Washington Cancer Consortium,Seattle,Washington,98109,United States,
NCT07396571,Predictive Score in Patients With Hematological Malignancies Colonized by Multidrug-resistant Enterobacteriaceae,NOT_YET_RECRUITING,Hospital Universitario Torrecárdenas,Almería,Andalusia,04009,Spain,
