NCTId,BriefTitle,OverallStatus,Facility,City,State,Zip,Country,SiteStatus
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Levine Cancer Institute,Charlotte,North Carolina,28204,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,University of Pennsylvania,Philadelphia,Pennsylvania,19104,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,University of Pittsburgh Medical Center,Pittsburgh,Pennsylvania,15232,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Sarah Cannon Research Institute,Nashville,Tennessee,37203,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Froedtert Memorial,Milwaukee,Wisconsin,53226,United States,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,University Hospital Kyoto Prefectural University of Medicine,Kyoto,,602-8566,Japan,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Nagoya City University Hospital,Nagoya,,467 8602,Japan,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Hokkaido University Hospital,Sapporo,,060-8648,Japan,
NCT03548207,"A Study of JNJ-68284528, a Chimeric Antigen Receptor T Cell (CAR-T) Therapy Directed Against B-Cell Maturation Antigen (BCMA) in Participants With Relapsed or Refractory Multiple Myeloma",COMPLETED,Japanese Red Cross Medical Center,Shibuya City,,150-8935,Japan,
NCT05241392,Safety and Efficacy Study of Anti-B7-H3 CAR-T Cell Therapy for Recurrent Glioblastoma,ACTIVE_NOT_RECRUITING,Beijing Tiantan Hospital,Beijing,Beijing Municipality,100730,China,
NCT07470151,Clinical Study of EVM18001 in the Treatment of Refractory Autoimmune Diseases,RECRUITING,Union hospital Tongji medical college Huazhong university of science and technology,Wuhan,Hubei,430022,China,RECRUITING
NCT04780529,CART Therapy in Digestive System Tumors,UNKNOWN,Anhui provincial cancer hospital,Hefei,Anhui,,China,
NCT02968472,A Phase I Trial of 4SCAR19 Cells in the Treatment of Relapsed and Refractory B Cell Leukemia,UNKNOWN,First people's hospital of Yunnan province,Kunming,Yunnan,NCT650000,China,RECRUITING
NCT06653556,A Study of LCAR-AIO in Subjects With Relapsed/Refractory Systemic Lupus Erythematosus,RECRUITING,Wuhan Union Hospital,Wuhan,Hubei,,China,RECRUITING
NCT06834529,CAR2219 CAR-T Cells for the Treatment of R/R B Cell Leukemia and Lymphoma,RECRUITING,the Fifth Medical Center of Chinese People's Liberation Army General Hospital,Beijing,Beijing Municipality,,China,RECRUITING
NCT07003295,"Testing the Anti-cancer Drug, Glofitamab, in Patients With Mantle Cell Lymphoma (A Type of Blood Cancer) Whose Disease Returned After CAR-T Cell Therapy",RECRUITING,City of Hope Comprehensive Cancer Center,Duarte,California,91010,United States,RECRUITING
NCT07003295,"Testing the Anti-cancer Drug, Glofitamab, in Patients With Mantle Cell Lymphoma (A Type of Blood Cancer) Whose Disease Returned After CAR-T Cell Therapy",RECRUITING,Emory University Hospital Midtown,Atlanta,Georgia,30308,United States,RECRUITING
NCT07003295,"Testing the Anti-cancer Drug, Glofitamab, in Patients With Mantle Cell Lymphoma (A Type of Blood Cancer) Whose Disease Returned After CAR-T Cell Therapy",RECRUITING,Emory University Hospital/Winship Cancer Institute,Atlanta,Georgia,30322,United States,RECRUITING
NCT07003295,"Testing the Anti-cancer Drug, Glofitamab, in Patients With Mantle Cell Lymphoma (A Type of Blood Cancer) Whose Disease Returned After CAR-T Cell Therapy",RECRUITING,Emory Saint Joseph's Hospital,Atlanta,Georgia,30342,United States,RECRUITING
NCT07003295,"Testing the Anti-cancer Drug, Glofitamab, in Patients With Mantle Cell Lymphoma (A Type of Blood Cancer) Whose Disease Returned After CAR-T Cell Therapy",RECRUITING,Vanderbilt University/Ingram Cancer Center,Nashville,Tennessee,37232,United States,RECRUITING
NCT07031011,PD-1-M1-NK Cells in the Treatment of Advanced Gastric or Colorectal Cancer,NOT_YET_RECRUITING,"Cancer Center, The First Affiliated Hospital of Jilin University",Changchun,Jilin,130021,China,
NCT05473221,Evaluate the Safety and Efficacy of CD33 CAR-T in Patients With R/R AML,UNKNOWN,The first affiliated hospital of medical college of zhejiang university,Hangzhou,Zhejiang,,China,
NCT01822652,"3rd Generation GD-2 Chimeric Antigen Receptor and iCaspase Suicide Safety Switch, Neuroblastoma, GRAIN",ACTIVE_NOT_RECRUITING,Houston Methodist Hospital,Houston,Texas,77030,United States,
NCT01822652,"3rd Generation GD-2 Chimeric Antigen Receptor and iCaspase Suicide Safety Switch, Neuroblastoma, GRAIN",ACTIVE_NOT_RECRUITING,Texas Children's Hospital,Houston,Texas,77030,United States,
NCT05969002,Pilot Prospective Study for PET-CT Imaging in Participants With Relapsed/Refractory Acute Leukemias,COMPLETED,National Institutes of Health Clinical Center,Bethesda,Maryland,20892,United States,
NCT04652219,CART Therapy in GUCY2C-positive Digestive Tract Tumors,COMPLETED,"First affiliated hospital, Zhejiang University",Hangzhou,Zhejiang,310006,China,
NCT04723706,Response to SARS-CoV-2 Vaccine in Stem Cell Transplant and Cellular Therapy Patients,COMPLETED,Henry Ford Health System,Detroit,Michigan,48202,United States,
NCT02810223,Efficacy of CART-19 Cell Therapy in B Cell Acute Lymphoblastic Leukemia,UNKNOWN,First Affiliated Hospital of Henan University of Science and Technology,Luoyang,Henan,471000,China,RECRUITING
NCT07340853,CRISPR Delivered Anti-BCMA Car-T Therapy for Relapsed or Refractory Multiple Myeloma,RECRUITING,"University of California, San Francisco",San Francisco,California,94143,United States,RECRUITING
NCT04004637,"CD7 CAR-T Cells for Patients With R/R CD7+ NK/T Cell Lymphoma,T-lymphoblastic Lymphoma and Acute Lymphocytic Leukemia",UNKNOWN,First Affiliated Hospital of Zhengzhou University,Zhengzhou,Henan,450000,China,RECRUITING
NCT05941156,Clinical Study of Anti-CD56-CAR-T in the Treatment of Relapsed/Refractory NK/T Cell Lymphoma /NK Cell Leukemia,RECRUITING,The Affiliated Hospital of Xuzhou Medical University,Xuzhou,Jiangsu,221002,China,RECRUITING
NCT04626739,CAR-T Cells in Treating Patients With Relapsed or Refractory NHL,UNKNOWN,No.2 Hospital of Hebei Medical University,Shijiazhuang,Hebei,050000,China,RECRUITING
NCT04555551,MCARH109 Chimeric Antigen Receptor (CAR) Modified T Cells for the Treatment of Multiple Myeloma,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Basking Ridge (Limited protocol activities),Basking Ridge,New Jersey,07920,United States,
NCT04555551,MCARH109 Chimeric Antigen Receptor (CAR) Modified T Cells for the Treatment of Multiple Myeloma,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Monmouth (Limited protocol activities),Middletown,New Jersey,07748,United States,
NCT04555551,MCARH109 Chimeric Antigen Receptor (CAR) Modified T Cells for the Treatment of Multiple Myeloma,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Bergen (Limited protocol activities),Montvale,New Jersey,07645,United States,
NCT04555551,MCARH109 Chimeric Antigen Receptor (CAR) Modified T Cells for the Treatment of Multiple Myeloma,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Suffolk - Commack (Limited protocol activities),Commack,New York,11725,United States,
NCT04555551,MCARH109 Chimeric Antigen Receptor (CAR) Modified T Cells for the Treatment of Multiple Myeloma,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Westchester (Limited protocol activities),Harrison,New York,10604,United States,
NCT04555551,MCARH109 Chimeric Antigen Receptor (CAR) Modified T Cells for the Treatment of Multiple Myeloma,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center,New York,New York,10065,United States,
NCT04555551,MCARH109 Chimeric Antigen Receptor (CAR) Modified T Cells for the Treatment of Multiple Myeloma,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Nassau (Limited protocol activities),Uniondale,New York,11553,United States,
NCT03240328,The Effect of Chimeric Antigen Receptor (CAR)-T Cell Therapy on the Reconstitution of HIV-specific Immune Function,RECRUITING,Guangzhou 8th People's Hospital,Guangzhou,Guangdong,510060,China,RECRUITING
NCT04626765,CAR-T for Children With Relapsed and Refractory Acute Lymphoblastic Leukemia,UNKNOWN,No.2 Hospital of Hebei Medical University,Shijiazhuang,Hebei,050000,China,RECRUITING
NCT04847466,Immunotherapy Combination: Irradiated PD-L1 CAR-NK Cells Plus Pembrolizumab Plus N-803 for Subjects With Recurrent/Metastatic Gastric or Head and Neck Cancer,ACTIVE_NOT_RECRUITING,National Institutes of Health Clinical Center,Bethesda,Maryland,20892,United States,
NCT07094477,Study of Targeted CD22/CD19 CAR-T Therapy for First-line Consolidation of B-cell Lymphoma,ACTIVE_NOT_RECRUITING,Chinese PLA General Hospital,Beijing,Beijing Municipality,100853,China,
NCT06196294,GPC3/Mesothelin-CAR-γδT Cells Against Cancers,RECRUITING,The Second Affiliated Hospital of Guangzhou Medical University,Guangzhou,Guangdong,510260,China,RECRUITING
NCT05596266,CD5 CAR-T Therapy for Refractory/Relapsed CD5+ T-cell Acute Lymphoblastic Leukemia,UNKNOWN,Xuanwu Hospital Capital Medical University,Beijing,Beijing Municipality,,China,RECRUITING
NCT03502577,BCMA-Specific CAR T-Cells Combined With a Gamma Secretase Inhibitor (JSMD194) to Treat Relapsed or Persistent Multiple Myeloma,TERMINATED,Fred Hutch/University of Washington Cancer Consortium,Seattle,Washington,98109,United States,
NCT06285422,Study Evaluating SC262 in Subjects With r/r Non-Hodgkin's Lymphoma (VIVID),ACTIVE_NOT_RECRUITING,The University of Kansas Hospital,Kansas City,Kansas,66160,United States,
NCT06285422,Study Evaluating SC262 in Subjects With r/r Non-Hodgkin's Lymphoma (VIVID),ACTIVE_NOT_RECRUITING,Swedish Cancer Institute,Seattle,Washington,98104,United States,
NCT06285422,Study Evaluating SC262 in Subjects With r/r Non-Hodgkin's Lymphoma (VIVID),ACTIVE_NOT_RECRUITING,Fred Hutchinson Cancer Center,Seattle,Washington,98109,United States,
NCT05199961,Quality of Life of Adults With Diffuse Large B-cell Lymphoma Treated With Tisagenlecleucel,TERMINATED,Ohio State University Comprehensive Cancer Center,Columbus,Ohio,43210,United States,
NCT06333275,Restoration of Immunity to Vaccine Preventable Diseases After CART-T Cell Therapy,RECRUITING,University Hospital Bern,Bern,,3010,Switzerland,RECRUITING
NCT07026942,Phase I/II Clinical Trial of Universal Donor CD33 CAR Natural Killer Cells for AML,NOT_YET_RECRUITING,Nationwide Children's Hospital,Columbus,Ohio,43205,United States,
NCT04340154,Study of Sequential CAR-T Cell Treating Leukemia Children,TERMINATED,Beijing Boren Hospital,Beijing,Beijing Municipality,100000,China,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Banner MD Anderson Cancer Center,Gilbert,Arizona,85234,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Mayo Clinic Hospital,Phoenix,Arizona,85054,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,UC San Diego Moores Cancer Center,La Jolla,California,92093,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,UCLA,Santa Monica,California,90404,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Stanford Cancer Institute,Stanford,California,94305,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,University of Miami Hospital and Clinics/Sylvester Comprehensive Cancer Center,Miami,Florida,33136,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Moffitt Cancer Center,Tampa,Florida,12902,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Northwestern University,Chicago,Illinois,60612,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,University of Chicago Medical Center,Chicago,Illinois,60637,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,University of Iowa Hospitals and Clinincs,Iowa City,Iowa,52242,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,The University of Kansas Cancer Center,Kansas City,Kansas,66160,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,"University of Maryland, Greenbaum Comprehensive Cancer Center",Baltimore,Maryland,21201,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Dana-Farber Cancer Institute,Boston,Massachusetts,02215,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Barbara Ann Karmanos Cancer Institute,Detroit,Michigan,48201,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,"Mayo Clinic, Patient Location",Rochester,Minnesota,55905,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Washington University School of Medicine,St Louis,Missouri,63130,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,John Theurer Cancer Center at Hackensack University Medical Center,Hackensack,New Jersey,07601,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Memorial Sloan Kettering Cancer Center,New York,New York,10021,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Icahn School of Medicine at Mount Sinai,New York,New York,10029,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,University of Rochester Medical Center,Rochester,New York,14642,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Cleveland Clinic,Cleveland,Ohio,44195,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,James Cancer Hospital and Solove Research Institute at The Ohio State University Comprehensive Cancer Center,Columbus,Ohio,43210,United States,
NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,COMPLETED,Thomas Jefferson University,Philadelphia,Pennsylvania,19107,United States,
